"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"UCell1",97,96,92,60,10,100,99,99,69,22,100,100,99,78,38,100,100,99,74,31,100,100,100,74,38,100,100,100,84,37,100,100,100,100,33,100,100,100,99,51,100,100,100,100,61,100,100,100,100,69
"scPS1",100,100,100,92,5,100,100,100,98,6,100,100,100,100,7,100,100,100,100,5,100,100,100,100,2,100,100,100,100,3,97,99,100,100,3,98,98,100,100,1,98,99,99,100,4,100,98,99,100,2
"SCSE1",97,93,79,46,7,100,100,98,56,18,100,100,100,69,31,100,100,100,82,27,100,100,100,90,45,100,100,100,99,76,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AddModuleScore1",56,58,61,68,6,62,84,77,47,3,85,100,99,43,8,85,100,99,68,5,99,100,100,83,4,100,100,100,99,2,100,100,100,100,5,100,100,100,100,4,100,100,100,100,8,100,100,100,100,5
"ssGSEA2",11,14,16,2,2,19,15,10,4,2,33,22,5,6,1,38,31,14,3,2,47,36,20,7,2,69,49,33,10,2,86,84,51,15,3,100,96,65,21,5,100,100,88,29,2,100,100,90,34,4
"JASMINE2",100,100,100,90,27,100,100,100,97,81,100,100,100,100,96,100,100,100,99,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell2",100,100,100,77,17,100,100,100,96,53,100,100,100,100,84,100,100,100,99,92,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell2",100,100,96,56,5,100,100,100,76,17,100,100,99,87,23,100,100,100,85,27,100,100,100,90,32,100,100,100,96,16,100,100,100,100,22,100,100,100,100,39,100,100,100,100,33,100,100,100,100,50
"scPS2",100,100,100,90,2,100,100,100,98,3,100,100,100,100,2,100,100,100,100,10,100,100,100,100,4,100,100,100,100,7,100,100,100,100,7,99,99,100,100,6,100,100,99,100,8,100,100,100,100,6
"SCSE2",99,96,83,44,5,100,100,97,58,17,100,100,100,75,21,100,100,100,84,30,100,100,100,90,46,100,100,100,98,67,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AddModuleScore2",56,57,57,48,3,75,84,81,45,4,85,100,100,65,2,97,100,100,71,4,98,100,100,85,8,100,100,100,100,5,100,100,100,100,5,100,100,100,100,7,100,100,100,100,5,100,100,100,100,8
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",100,100,100,92,43,100,100,100,99,82,100,100,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell3",88,88,88,73,17,87,87,87,86,43,88,88,88,88,69,87,87,87,87,79,88,88,88,88,87,87,87,87,87,87,88,88,88,88,88,87,87,87,87,87,88,88,88,88,88,87,87,87,87,87
"UCell3",97,96,95,49,6,100,100,95,65,26,100,100,98,66,29,100,100,100,73,40,100,100,100,73,41,100,100,100,83,46,100,100,100,100,53,100,100,100,100,62,100,100,100,100,76,100,100,100,100,85
"scPS3",100,100,100,92,2,100,100,100,99,4,100,100,100,100,3,100,100,100,100,4,100,100,100,100,2,97,100,100,100,1,91,94,100,100,5,95,96,99,100,0,98,98,98,100,1,100,99,100,100,0
"SCSE3",99,95,78,43,6,100,100,99,71,21,100,100,99,79,21,100,100,100,85,40,100,100,100,94,43,100,100,100,99,81,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AddModuleScore3",56,60,57,58,4,62,81,81,53,3,91,100,94,59,3,96,100,99,64,3,99,100,100,77,2,100,100,100,100,4,100,100,100,100,9,100,100,100,100,6,100,100,100,100,7,100,100,100,100,9
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",100,100,100,87,46,100,100,100,97,86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell4",100,100,100,74,24,100,100,100,95,50,100,100,100,100,83,100,100,100,100,93,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell4",100,99,96,49,10,100,100,96,64,25,100,100,98,65,34,100,100,100,58,33,100,100,100,71,57,100,100,100,82,39,100,100,100,99,53,100,100,100,100,61,100,100,100,100,82,100,100,100,100,85
"scPS4",100,100,100,84,1,100,100,100,100,5,100,100,100,100,4,100,100,100,100,2,100,100,100,100,3,99,100,100,100,6,98,97,100,100,2,99,97,100,100,3,99,97,100,100,1,100,100,100,100,2
"SCSE4",99,96,86,47,8,100,100,97,66,23,100,100,99,74,31,100,100,100,79,32,100,100,100,90,58,100,100,100,99,81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AddModuleScore4",64,59,56,64,2,74,87,85,46,8,90,98,95,61,6,96,100,100,70,2,100,100,100,78,4,100,100,100,99,4,100,100,100,100,3,100,100,100,100,5,100,100,100,100,6,100,100,100,100,7
"ssGSEA5",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",100,100,100,89,36,100,100,100,100,85,100,100,100,100,97,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell5",100,100,99,80,19,100,100,100,99,55,100,100,100,100,74,100,100,100,100,91,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell5",99,97,94,56,6,99,99,96,64,20,100,100,99,75,41,100,100,99,67,40,100,100,100,67,44,100,100,100,89,63,100,100,100,99,67,100,100,100,100,81,100,100,100,100,85,100,100,100,100,92
"scPS5",100,100,100,91,3,100,100,100,99,3,100,100,100,99,3,100,100,100,100,6,100,100,100,100,2,100,100,100,100,2,98,97,100,100,6,100,98,100,100,5,99,100,99,100,6,100,100,100,100,5
"SCSE5",100,97,86,55,5,100,100,96,64,14,100,100,100,85,30,100,100,100,91,40,100,100,100,87,48,100,100,100,99,89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AddModuleScore5",60,52,60,64,7,67,90,77,56,4,91,100,97,58,2,89,100,100,69,5,98,100,100,76,1,100,100,100,100,3,100,100,100,100,1,100,100,100,100,6,100,100,100,100,7,100,100,100,100,9
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",100,100,100,92,49,100,100,100,100,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell6",100,100,100,85,26,100,100,100,99,49,100,100,100,100,84,100,100,100,100,94,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell6",99,100,92,56,17,100,98,94,67,23,100,100,98,61,40,100,100,98,72,42,100,100,100,63,53,100,100,100,86,57,100,100,100,96,71,100,100,100,98,89,100,100,100,100,90,100,100,100,100,98
"scPS6",100,100,100,88,4,100,100,100,98,5,100,100,100,100,3,99,100,100,100,4,100,100,100,100,5,99,100,100,100,4,92,94,100,100,1,96,97,100,100,4,98,96,95,100,2,97,100,96,100,2
"SCSE6",98,98,84,45,18,100,100,97,59,19,100,100,100,74,37,100,100,100,87,42,100,100,100,88,55,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AddModuleScore6",57,56,63,67,5,79,89,78,47,4,85,99,97,53,4,97,100,100,67,5,99,100,100,74,6,100,100,100,100,3,100,100,100,100,4,100,100,100,100,6,100,100,100,100,5,100,100,100,100,4
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",100,100,100,90,38,100,100,100,99,80,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell7",87,87,87,73,25,88,88,88,87,42,87,87,87,87,69,88,88,88,88,83,87,87,87,87,86,88,88,88,88,88,87,87,87,87,87,88,88,88,88,88,87,87,87,87,87,88,88,88,88,88
"UCell7",100,100,93,60,12,100,100,98,74,17,100,100,100,85,28,100,100,100,80,24,100,100,100,84,29,100,100,100,97,19,100,100,100,100,24,100,100,100,100,21,100,100,100,100,32,100,100,100,100,35
"scPS7",100,100,100,91,8,100,100,100,99,4,100,100,100,100,10,100,100,100,100,6,100,100,100,100,5,98,100,100,100,3,100,99,100,100,5,100,100,100,100,7,100,100,100,100,5,100,100,100,100,7
"SCSE7",95,95,84,48,12,100,99,95,50,14,100,100,100,72,30,100,100,100,82,31,100,100,100,89,43,100,100,100,99,67,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AddModuleScore7",67,55,51,61,7,65,87,73,48,6,83,99,99,59,7,97,100,100,78,5,94,100,100,77,4,100,100,100,99,5,100,100,100,100,1,100,100,100,100,3,100,100,100,100,4,100,100,100,100,9
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",100,100,100,93,28,100,100,100,98,78,100,100,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell8",76,76,76,63,7,74,74,74,72,36,76,76,76,75,56,74,74,74,74,65,76,76,76,76,73,74,74,74,74,74,76,76,76,76,76,74,74,74,74,74,76,76,76,76,76,74,74,74,74,74
"UCell8",100,100,94,59,6,100,100,99,70,21,100,100,100,70,20,100,100,100,75,30,100,100,100,68,31,100,100,100,93,24,100,100,100,100,25,100,100,100,100,38,100,100,100,100,55,100,100,100,100,48
"scPS8",100,100,100,93,3,100,100,100,100,6,100,100,100,98,4,100,100,100,100,5,100,100,100,100,1,97,99,100,100,7,100,97,100,100,9,98,98,100,100,5,100,99,99,100,4,100,98,98,100,4
"SCSE8",98,96,84,46,6,100,100,96,58,19,100,100,99,75,21,100,100,100,83,29,100,100,100,83,37,100,100,100,99,66,100,100,100,100,92,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100
"AddModuleScore8",61,56,53,70,12,68,84,75,47,5,86,100,97,64,5,90,100,100,65,4,97,100,100,74,1,100,100,100,100,3,100,100,100,100,9,100,100,100,100,4,100,100,100,100,11,100,100,100,100,5
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",100,100,100,90,46,100,100,100,100,85,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell9",100,100,100,76,22,100,100,100,97,39,100,100,100,99,73,100,100,100,100,86,100,100,100,99,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell9",97,95,93,55,12,100,98,93,54,24,100,100,94,56,45,100,100,96,54,40,100,100,99,47,55,100,100,100,65,58,100,100,100,90,75,100,100,100,97,83,100,100,100,98,90,100,100,100,100,96
"scPS9",100,100,100,86,3,100,100,100,96,3,100,100,100,100,5,100,100,100,100,4,100,100,100,100,3,100,100,100,100,3,92,96,100,100,4,98,97,100,100,1,99,100,100,100,4,99,99,100,100,5
"SCSE9",98,96,81,47,9,100,100,100,65,18,100,100,100,80,34,100,100,100,85,36,100,100,100,88,57,100,100,100,99,83,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AddModuleScore9",60,54,57,63,3,65,81,79,52,5,87,99,96,62,4,91,100,100,72,3,96,100,99,79,5,100,100,100,99,4,100,100,100,100,4,100,100,100,100,2,100,100,100,100,5,100,100,100,100,7
